,Link,Strategy,Tickers,1 Month Hold,3 Month Hold,6 Month Hold,12 Month Hold
113,/article/4077894-apples-wwdc-expected-reveal-new-hardware,Long,AAPL,1,0,0,0
114,/article/4077360-can-apple-end-wwdc-losing-streak,Long,AAPL,1,0,0,0
115,/article/4078582-apple-services-unlikely-offset-soft-iphone-sales,Short,AAPL,1,0,0,0
116,/article/4079737-make-money-apple-skeptics,Long,AAPL,1,0,0,1
117,/article/4079728-apple-bank,Long,AAPL,1,0,0,1
118,/article/4079698-apple-business-chat-imessage-threatens-facebooks-messenger-business-paypal,Long,AAPL,1,0,0,1
119,/article/4079671-investors-sell-apple,Long,AAPL,1,0,0,1
120,/article/4079379-apple-analysts-react-homepod,Long,AAPL,1,0,0,1
121,/article/4079319-overlooked-surprises-apples-wwdc-keynote,Long,AAPL,1,0,0,1
122,/article/4079212-apple-key-wwdc-takeaways,Long,AAPL,1,0,0,1
123,/article/4079016-apples-wwdc-hardware-os-updates-plus-killer-ar,Long,AAPL,1,0,0,1
124,/article/4082207-assessing-apples-prospects-india,Long,AAPL,1,0,0,0
125,/article/4082127-apple-breaks-bad-streaming-video,Long,AAPL,1,0,0,0
126,/article/4081648-can-apple-disrupt-automotive-manufacturing,Long,AAPL,1,0,0,0
127,/article/4081514-official-apple-getting-cars,Long,AAPL,1,0,0,0
128,/article/4081216-apple-laughs-googles-pixel-flop,Long,AAPL,1,0,0,0
129,/article/4081108-apple-cash-easy-buy-disney,Long,AAPL,1,0,0,0
130,/article/4081092-apple-comes-next-months,Long,AAPL,1,0,0,0
131,/article/4080915-apples-selloff-justified-dcf-analysis,Long,AAPL,1,0,0,0
132,/article/4080736-apple-well,Long,AAPL,1,0,0,0
133,/article/4082087-little-likely-late-apples-next-iphone,Short,AAPL,1,0,0,0
134,/article/4083631-apple-growth,Long,AAPL,1,0,0,1
135,/article/4083423-idc-sees-wearables-market-nearly-doubling-2021,Long,AAPL,1,0,0,1
136,/article/4083245-10-reasons-buy-apple-now,Long,AAPL,1,0,0,1
137,/article/4082803-apples-war-leaks-gets-results,Long,AAPL,1,0,0,1
138,/article/4082340-apple-time-go-low,Long,AAPL,1,0,0,1
139,/article/4085182-going-convince-hold-outs-upgrade-apples-iphone-8,Long,AAPL,0,0,0,0
140,/article/4084647-apples-ai-gap-1-year-later,Long,AAPL,0,0,0,0
141,/article/4084572-apple-augmented-reality-money,Long,AAPL,0,0,0,0
142,/article/4084359-apple-beginners,Long,AAPL,0,0,0,0
143,/article/4083933-apple-buy-dollars-less-70-cents,Long,AAPL,0,0,0,0
144,/article/4083926-augmented-reality-apples-revolutionary-offering,Long,AAPL,0,0,0,0
145,/article/4084563-apples-price-chart-entering-ugly-territory,Short,AAPL,0,0,0,0
146,/article/4086389-options-apple-offer-leveraged-profit-opportunity,Long,AAPL,0,0,0,0
147,/article/4086358-apple-140-bottom-buy,Long,AAPL,0,0,0,0
148,/article/4085961-apples-fastest-processor-ever,Long,AAPL,0,0,0,0
149,/article/4085871-apple-3-different-valuation-measures-lead-conclusion,Long,AAPL,0,0,0,0
150,/article/4086920-apples-iphone-8-dilemma,Long,AAPL,0,0,0,1
151,/article/4089587-long-case-apple,Long,AAPL,0,0,0,1
152,/article/4089571-apple-reportedly-funds-automotive-battery-research,Long,AAPL,0,0,0,1
153,/article/4088420-re-valuation-aapl-light-10-year-iphone-anniversary,Long,AAPL,0,0,0,1
154,/article/4088088-apple-now-never,Long,AAPL,0,0,0,1
155,/article/4088744-apples-long-bull-run-may-ending,Short,AAPL,0,0,0,1
156,/article/4091471-apple-buy-total-return-investor,Long,AAPL,0,0,1,1
157,/article/4091281-artificial-intelligence-apples-second-revolutionary-offering,Long,AAPL,0,0,1,1
158,/article/4091193-apple-dcf-valuation,Long,AAPL,0,0,1,1
159,/article/4089975-apple-likely-switch-house-screens,Long,AAPL,0,0,1,1
160,/article/4091952-lowering-apples-price-target-ahead-earnings,Short,AAPL,0,0,1,1
161,/article/4090005-sell-apple-shares-next-iphone-release,Short,AAPL,0,0,1,1
162,/article/4089994-apple-iphone-8-expectations-trending-lower-ahead-earnings,Short,AAPL,0,0,1,1
163,/article/4095321-understanding-apple-dysfunctional-media-sphere,Long,AAPL,0,0,1,0
164,/article/4094573-apple-latest-iphone-data,Long,AAPL,0,0,1,0
165,/article/4094422-300-billion-reasons-buy-apple,Long,AAPL,0,0,1,0
166,/article/4093847-apples-investment-theme-changed,Long,AAPL,0,0,1,0
167,/article/4093695-apple-delivering-need-complement-iphone-sales,Long,AAPL,0,0,1,0
168,/article/4092951-apple-media-obsessed-iphone-8,Long,AAPL,0,0,1,0
169,/article/4096972-valuing-apple-using-3-different-free-cash-flow-scenarios,Long,AAPL,0,1,1,1
170,/article/4096938-apple-earnings-drive-stock,Long,AAPL,0,1,1,1
171,/article/4095905-apple-channel-surfing-managing-next-big-wave,Long,AAPL,0,1,1,1
172,/article/4095714-apple-homepod-firmware-revelations,Long,AAPL,0,1,1,1
173,/article/4100531-apple-hollywood-investors-will-benefit,Long,AAPL,0,0,1,1
174,/article/4099468-apple-investors-missing-true-potential-services-segment,Long,AAPL,0,0,1,1
175,/article/4102016-unspoken-importance-augmented-reality-apples-future,Long,AAPL,0,0,1,0
176,/article/4101419-apple-now-clock,Long,AAPL,0,0,1,0
177,/article/4100967-apple-real-target-spotify,Long,AAPL,0,0,1,0
178,/article/4100807-apple-tv-go-freemium,Long,AAPL,0,0,1,0
179,/article/4103469-apple-continues-outperform,Long,AAPL,1,0,1,1
180,/article/4103392-apple-increase-commission-app-purchases-40-percent,Long,AAPL,1,0,1,1
181,/article/4102528-apple-catching-ai-staying-ahead-wearables,Long,AAPL,1,0,1,1
182,/article/4102435-apple-800-pound-gorilla-still-offers-value,Long,AAPL,1,0,1,1
183,/article/4102190-apple-ar-glasses-understanding-issues,Long,AAPL,1,0,1,1
184,/article/4105625-apple-watch-probably-overlooking,Long,AAPL,1,0,1,1
185,/article/4105571-apples-iphone-launch,Long,AAPL,1,0,1,1
186,/article/4105084-apple-benjamin-geskins-interesting-leak,Long,AAPL,1,0,1,1
187,/article/4107483-new-products-key-apple-branding-china,Long,AAPL,1,0,1,0
188,/article/4106964-quality-stocks-apple-outstanding,Long,AAPL,1,0,1,0
189,/article/4106950-apple-price-right,Long,AAPL,1,0,1,0
190,/article/4106793-apple-bearish,Long,AAPL,1,0,1,0
191,/article/4106538-apple-iphone-asp-expected-eclipse-700-first-time,Long,AAPL,1,0,1,0
192,/article/4106537-real-iphone-supercycle,Long,AAPL,1,0,1,0
193,/article/4106370-apples-breakthrough-3d-sensor-technology,Long,AAPL,1,0,1,0
194,/article/4106242-apples-product-refresh-bullish-first-glance,Long,AAPL,1,0,1,0
195,/article/4105772-apple-cheap-expensive,Long,AAPL,1,0,1,0
196,/article/4108943-apple-flubbed-september-rollout,Long,AAPL,1,0,1,0
197,/article/4108400-forget-iphone-8-pre-orders-x-everyone-looking,Long,AAPL,1,0,1,0
198,/article/4108426-apple-buy-now-despite-iphone-x-shipment-timing,Long,AAPL,1,0,1,0
199,/article/4108408-apple-watch-steps-iphones-shadow,Long,AAPL,1,0,1,0
200,/article/4108372-apple-worlds-largest-bond-fund,Long,AAPL,1,0,1,0
201,/article/4107964-apple-margin-concerns,Long,AAPL,1,0,1,0
202,/article/4107763-apple-left-2017,Long,AAPL,1,0,1,0
203,/article/4107659-apple-margin-question,Long,AAPL,1,0,1,0
204,/article/4108828-covering-apple-short,Short,AAPL,1,0,1,0
205,/article/4110753-apple-arm-based-macbooks-pros-cons,Long,AAPL,0,0,1,0
206,/article/4110447-understanding-apple-triple-advantage,Long,AAPL,0,0,1,0
207,/article/4110229-apple-part-consortium-just-bought-toshibas-memory-unit,Long,AAPL,0,0,1,0
208,/article/4110218-apple-time-sell,Long,AAPL,0,0,1,0
209,/article/4110192-apple-replaced-bing-google-search-siri,Long,AAPL,0,0,1,0
210,/article/4109851-understanding-apple-x-will-rule,Long,AAPL,0,0,1,0
211,/article/4109633-bid-toshiba-apple-capitulation,Long,AAPL,0,0,1,0
212,/article/4109477-apple-loving-dip,Long,AAPL,0,0,1,0
213,/article/4109444-apple-patience-pays-stock-cheap-ignore,Long,AAPL,0,0,1,0
214,/article/4109406-hope-horizon-apple-iphone-xs-bionic-neural-chip-ai,Long,AAPL,0,0,1,0
215,/article/4109267-apple-recent-dip-buying-opportunity,Long,AAPL,0,0,1,0
216,/article/4112003-broad-impact-iphone-x,Long,AAPL,0,0,1,1
217,/article/4111967-3-reasons-talking-apples-cash,Long,AAPL,0,0,1,1
218,/article/4111410-apples-growth-may-surprise,Long,AAPL,0,0,1,1
219,/article/4111183-forget-iphone-apples-artificial-intelligence-real-deal,Long,AAPL,0,0,1,1
220,/article/4111088-apple-bonanza-ar-apps,Long,AAPL,0,0,1,1
221,/article/4113587-apple-earnings-expectations-fiscal-q4,Long,AAPL,0,0,1,1
222,/article/4113043-comprehensive-analysis-apple,Long,AAPL,0,0,1,1
223,/article/4112971-apple-november-earnings-wrinkle,Long,AAPL,0,0,1,1
224,/article/4115312-apple-got-wrong,Long,AAPL,0,1,1,1
225,/article/4115218-apple-spielberg-update-original-content-thesis,Long,AAPL,0,1,1,1
226,/article/4115070-apple-power-great-brand-clouds-gathering,Long,AAPL,0,1,1,1
227,/article/4114013-apple-street-panics,Long,AAPL,0,1,1,1
228,/article/4113991-apple-worth-300-warren-buffett-sees,Long,AAPL,0,1,1,1
229,/article/4113786-apple-bullish-surprise,Long,AAPL,0,1,1,1
230,/article/4113588-takes-apple-reach-210-throughout-2018,Long,AAPL,0,1,1,1
231,/article/4115455-apple-buy-dip,Long,AAPL,0,1,1,0
232,/article/4120934-iphone-x-supply-concerns-assuaged-top-bottom-line-performance-exceeding-expectations,Long,AAPL,0,1,1,1
233,/article/4120215-apple-poised-outperform,Long,AAPL,0,1,1,1
234,/article/4118502-apple-stop-buying-shares-start-buying-instead,Long,AAPL,0,1,1,1
235,/article/4118078-apple-iphone-x-will-drive-strong-share-price-jump,Long,AAPL,0,1,1,1
236,/article/4118075-apple-analysis-40-percent-q3-growth-china,Long,AAPL,0,1,1,1
237,/article/4118003-apple,Long,AAPL,0,1,1,1
238,/article/4117985-will-tax-reform-really-make-apple-1-trillion-company-part-ii-tax-change-valuation,Long,AAPL,0,1,1,1
239,/article/4118188-apple-rotting-core,Short,AAPL,0,1,1,1
240,/article/4122846-apple-10-k-confirms-new-super-cycle,Long,AAPL,1,1,1,1
241,/article/4122835-apple-2018-iphone-problem,Long,AAPL,1,1,1,1
242,/article/4122776-importance-bloombergs-article-apples-ai-headset-project,Long,AAPL,1,1,1,1
243,/article/4122280-apple-iphone-x-silenced-critics,Long,AAPL,1,1,1,1
244,/article/4121177-34-percent-iphone-growth-goal-apple,Long,AAPL,1,1,1,1
245,/article/4124466-late-buy-apple-stock,Long,AAPL,1,1,1,0
246,/article/4127679-soros-buffett-inform-updated-view-trading-apple,Long,AAPL,0,1,1,0
247,/article/4127583-apples-next-thing-funnel-technology-2018-beyond,Long,AAPL,0,1,1,0
248,/article/4127457-apple-macs-get-enough-love,Long,AAPL,0,1,1,0
249,/article/4127300-apple-firing-cylinders-trillion-beyond,Long,AAPL,0,1,1,0
250,/article/4128761-apple-proving-doubters-wrong,Long,AAPL,0,1,1,1
251,/article/4128265-apple-analysis-iphone-x-sales-soar-looking-quarter-estimates,Long,AAPL,0,1,1,1
252,/article/4127865-apple-smart-iphone-decision,Long,AAPL,0,1,1,1
253,/article/4127856-apple-services-nitrous-apples-profit-engine,Long,AAPL,0,1,1,1
254,/article/4130802-shu-portfolio-buying-apple,Long,AAPL,0,1,1,0
255,/article/4132009-apple-tries-sell-professionals-one-mac,Long,AAPL,1,1,1,1
256,/article/4131852-apple-iphone-x-saga,Long,AAPL,1,1,1,1
257,/article/4131844-apple-applying-iphone-x-strategy-macs,Long,AAPL,1,1,1,1
258,/article/4131725-apple-bigger-picture,Long,AAPL,1,1,1,1
259,/article/4131435-tech-still-looks-attractive,Long,AAPL,1,1,1,1
260,/article/4131408-apple-revisiting-iphone-x-projections,Long,AAPL,1,1,1,1
261,/article/4131169-apple-valuation-follow,Long,AAPL,1,1,1,1
262,/article/4131143-8_5-billion-reasons-buy-apple-stock,Long,AAPL,1,1,1,1
263,/article/4131051-apple-pushing-limit,Long,AAPL,1,1,1,1
264,/article/4133497-analysts-conservative-apples-future-price-target,Long,AAPL,1,1,1,1
265,/article/4132527-iphone-x-selling-worse-expected-surprised-still-bullish,Long,AAPL,1,1,1,1
266,/article/4134511-apples-battery-controversy-response-brilliant,Long,AAPL,1,1,1,0
267,/article/4134288-apple-iphone-throttling-planned-obsolescence,Long,AAPL,1,1,1,0
268,/article/4134203-asian-markets-continue-boost-apples-growth,Long,AAPL,1,1,1,0
269,/article/4134094-apple-likely-hit-1-trillion-soon-think,Long,AAPL,1,1,1,0
270,/article/4134058-apples-liability-recent-battery-scandal,Long,AAPL,1,1,1,0
271,/article/4133994-apple-iphone-panic,Long,AAPL,1,1,1,0
272,/article/4133949-apple-takes-hits-analysis,Long,AAPL,1,1,1,0
273,/article/4037077-amd-will-trumps-china-trade-policy-push-company-back-losses,Short,AMD,0,0,0,0
274,/article/4040291-amd-buy-dip,Long,AMD,0,0,0,1
275,/article/4039769-amd-growing-market-games-centric-processors-discrete-video-cards-tailwind,Long,AMD,0,0,0,1
276,/article/4038715-amd-trump-administration-will-hurt-share-price,Short,AMD,0,0,0,1
277,/article/4041934-amd-now-clock,Long,AMD,0,0,0,1
278,/article/4041789-amd-zen-ryzen-14nm-4-years-ouch,Long,AMD,0,0,0,1
279,/article/4041479-amd-earnings-add-bullishness,Long,AMD,0,0,0,1
280,/article/4040560-amd-inside-china-semiconductor-market-threatening-share-price,Short,AMD,0,0,0,1
281,/article/4044445-amd-stumbles-ryzen,Long,AMD,0,1,0,1
282,/article/4043828-defining-amds-next-major-catalysts,Long,AMD,0,1,0,1
283,/article/4043131-end-amd,Long,AMD,0,1,0,1
284,/article/4043008-amd-things-get-interesting,Long,AMD,0,1,0,1
285,/article/4042793-amds-next-2-catalysts-vega-ryzen,Long,AMD,0,1,0,1
286,/article/4047133-amd-aboard-hype-train,Long,AMD,1,0,0,0
287,/article/4049871-preview-amd-ryzen,Long,AMD,0,1,1,1
288,/article/4049221-relax-amd-will-remain-competitive-next-5-years,Long,AMD,0,1,1,1
289,/article/4048939-amd-full-steam-ahead,Long,AMD,0,1,1,1
290,/article/4048386-amd-regains-ground-long,Long,AMD,0,1,1,1
291,/article/4048331-amd-calendar-events-leading-25-share-price-years-end,Long,AMD,0,1,1,1
292,/article/4047672-amds-pricing-strategy-pc-market-trends-2017,Long,AMD,0,1,1,1
293,/article/4051908-wrong-amds-ryzen,Long,AMD,1,1,1,1
294,/article/4050559-financial-model-overview-amd-price-target-initiation,Long,AMD,1,1,1,1
295,/article/4050500-amd-shorts-return-shares-surge,Long,AMD,1,1,1,1
296,/article/4050057-amd-ryzen-rockets-stages,Long,AMD,1,1,1,1
297,/article/4053640-goldman-sachs-snaps-613-million-worth-amd-stock,Long,AMD,0,1,1,0
298,/article/4052851-amd-ryzen-critical-mess,Long,AMD,0,1,1,0
299,/article/4052720-amd-time-buy-dip,Long,AMD,0,1,1,0
300,/article/4052519-amd-ryzen-good-news-overwhelms-bad-news,Long,AMD,0,1,1,0
301,/article/4053696-amd-go,Short,AMD,0,1,1,0
302,/article/4057498-amd-afraid-ask,Long,AMD,1,1,1,1
303,/article/4057485-amd-expect-next-3-quarters,Long,AMD,1,1,1,1
304,/article/4057127-beware-amds-head-shoulders-formation,Long,AMD,1,1,1,1
305,/article/4058789-amd-worth-15,Long,AMD,1,1,1,0
306,/article/4058480-amd-radeon-rx-vega-new-catalyst,Long,AMD,1,1,1,0
307,/article/4060907-buy-amd-goldman-downgrade,Long,AMD,1,1,1,1
308,/article/4059830-will-amd-rally-ahead-earnings,Long,AMD,1,1,1,1
309,/article/4061667-intel-says-go-long-amd,Long,AMD,0,0,1,0
310,/article/4061547-amd-goldman-sachs-sell-recommendation-wrong,Long,AMD,0,0,1,0
311,/article/4061530-buy-amd-despite-goldmans-downgrade-concerns-risk-overblown,Long,AMD,0,0,1,0
312,/article/4062667-amd-going,Short,AMD,0,0,1,0
313,/article/4063854-amd-investors-beware-impending-short-cover-rally,Long,AMD,1,1,1,0
314,/article/4063140-amds-long-term-plans-assured-partners-globalfoundries-ibm,Long,AMD,1,1,1,0
315,/article/4062767-amd-set-drop-rally-earnings,Long,AMD,1,1,1,0
316,/article/4064447-amd-pending-downward-price-pressure,Short,AMD,1,1,1,0
317,/article/4066761-amd-post-earnings-rally,Long,AMD,1,0,1,1
318,/article/4065123-amd-ryzen-boon-scientific-research-development,Long,AMD,1,0,1,1
319,/article/4069109-amd-buy-dip-ignore-punditry,Long,AMD,1,0,1,1
320,/article/4069060-amd-phoenix-ryzen-ashes-q1,Long,AMD,1,0,1,1
321,/article/4068682-amd-pass-go-collect-200,Long,AMD,1,0,1,1
322,/article/4068477-amd-strong-buy,Long,AMD,1,0,1,1
323,/article/4067885-amd-drops-weak-earnings-report-investors-buy-now,Long,AMD,1,0,1,1
324,/article/4067612-amd-ready-takeoff,Long,AMD,1,0,1,1
325,/article/4067448-amd-hedging-bet-ahead-earnings,Long,AMD,1,0,1,1
326,/article/4071651-amd-buy-news,Long,AMD,0,0,0,0
327,/article/4071177-advanced-micro-devices-20-percent-upside,Long,AMD,0,0,0,0
328,/article/4070568-amd-stock-plunged-happened,Long,AMD,0,0,0,0
329,/article/4070648-advanced-micro-devices-overvalued,Short,AMD,0,0,0,0
330,/article/4070645-amd-go-lower,Short,AMD,0,0,0,0
331,/article/4074086-amd-jumps-word-intel-graphics-agreement,Long,AMD,1,0,0,1
332,/article/4073341-advanced-micro-devices-new-short-term-price-target-13,Long,AMD,1,0,0,1
333,/article/4073282-amd-begins-fight-back,Short,AMD,1,0,0,1
334,/article/4075740-amd-vega-nvidia-killer,Long,AMD,0,0,1,0
335,/article/4075422-4-reasons-amd-buy-dip,Long,AMD,0,0,1,0
336,/article/4076692-advanced-micro-devices-inc-worst-performing-stock-s-and-p-500,Short,AMD,0,0,1,0
337,/article/4078392-amd-business-model-highlights-implications,Long,AMD,0,0,0,1
338,/article/4077714-amd-cryptocurrency-supply-demand,Long,AMD,0,0,0,1
339,/article/4077231-amd-owners-look-institutionals,Long,AMD,0,0,0,1
