Authors,Link,Title,Strategy,Tickers,Date,Opening Price,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18,Week19,Week20,Week21,Week22,Week23,Week24,Week25,Week26,Week27,Week28,Week29,Week30,Week31,Week32,Week33,Week34,Week35,Week36,Week37,Week38,Week39,Week40,Week41,Week42,Week43,Week44,Week45,Week46,Week47,Week48,Week49,Week50,Week51,Week52,Performance
 Josh Arnold,/article/4115457-ibm-inflection-point,IBM Is At An Inflection Point,Long,IBM,2017-10-23,159.550003,154.360001,150.83999599999999,148.399994,150.509995,151.979996,156.46000700000005,155.41000400000001,153.330002,152.830002,167.190002,167.649994,167.889999,171.029999,175.800003,175.860001,179.360001,180.259995,179.399994,180.470001,176.46000700000005,175.699997,173.770004,174.5,171.199997,171.100006,160.75,158.83999599999999,153.029999,151.509995,152.639999,151.729996,152.41000400000001,155.179993,154.83999599999999,155.229996,155.580002,153.419998,153.009995,145.990005,144.669998,143.470001,142.320007,140.330002,142.509995,143.03999299999995,144.860001,144.550003,145.869995,146.66000400000001,147.389999,146.830002,159.550003,0
 James Brumley,/article/4115365-buy-ibm-finally-figured-business-cloud-era,"Buy IBM, As It's Finally Figured Out How To Do Business In The Cloud Era",Long,IBM,2017-10-23,159.550003,154.360001,150.83999599999999,148.399994,150.509995,151.979996,156.46000700000005,155.41000400000001,153.330002,152.830002,167.190002,167.649994,167.889999,171.029999,175.800003,175.860001,179.360001,180.259995,179.399994,180.470001,176.46000700000005,175.699997,173.770004,174.5,171.199997,171.100006,160.75,158.83999599999999,153.029999,151.509995,152.639999,151.729996,152.41000400000001,155.179993,154.83999599999999,155.229996,155.580002,153.419998,153.009995,145.990005,144.669998,143.470001,142.320007,140.330002,142.509995,143.03999299999995,144.860001,144.550003,145.869995,146.66000400000001,147.389999,146.830002,159.550003,0
 John Rhodes,/article/4115347-ibms-immortal-dinosaurs-winning,IBM's Immortal Dinosaurs Are Winning,Long,IBM,2017-10-23,159.550003,154.360001,150.83999599999999,148.399994,150.509995,151.979996,156.46000700000005,155.41000400000001,153.330002,152.830002,167.190002,167.649994,167.889999,171.029999,175.800003,175.860001,179.360001,180.259995,179.399994,180.470001,176.46000700000005,175.699997,173.770004,174.5,171.199997,171.100006,160.75,158.83999599999999,153.029999,151.509995,152.639999,151.729996,152.41000400000001,155.179993,154.83999599999999,155.229996,155.580002,153.419998,153.009995,145.990005,144.669998,143.470001,142.320007,140.330002,142.509995,143.03999299999995,144.860001,144.550003,145.869995,146.66000400000001,147.389999,146.830002,159.550003,0
 Accendo Markets,/article/4127276-big-blue-get-doldrums,Big Blue To Get Out Of The Doldrums?,Long,IBM,2017-11-20,150.509995,151.979996,156.46000700000005,155.41000400000001,153.330002,152.830002,167.190002,167.649994,167.889999,171.029999,175.800003,175.860001,179.360001,180.259995,179.399994,180.470001,176.46000700000005,175.699997,173.770004,174.5,171.199997,171.100006,160.75,158.83999599999999,153.029999,151.509995,152.639999,151.729996,152.41000400000001,155.179993,154.83999599999999,155.229996,155.580002,153.419998,153.009995,145.990005,144.669998,143.470001,142.320007,140.330002,142.509995,143.03999299999995,144.860001,144.550003,145.869995,146.66000400000001,147.389999,146.830002,159.550003,154.360001,150.83999599999999,148.399994,150.509995,0
 Buffalo Equities,/article/4128098-ibm-laying-groundwork-blockchain-domination,IBM - Laying The Groundwork For Blockchain Domination,Long,IBM,2017-11-27,151.979996,156.46000700000005,155.41000400000001,153.330002,152.830002,167.190002,167.649994,167.889999,171.029999,175.800003,175.860001,179.360001,180.259995,179.399994,180.470001,176.46000700000005,175.699997,173.770004,174.5,171.199997,171.100006,160.75,158.83999599999999,153.029999,151.509995,152.639999,151.729996,152.41000400000001,155.179993,154.83999599999999,155.229996,155.580002,153.419998,153.009995,145.990005,144.669998,143.470001,142.320007,140.330002,142.509995,143.03999299999995,144.860001,144.550003,145.869995,146.66000400000001,147.389999,146.830002,159.550003,154.360001,150.83999599999999,148.399994,150.509995,151.979996,0
 Stone Fox Capital,/article/4134318-international-blockchain-machines,International Blockchain Machines,Long,IBM,2017-12-26,152.830002,167.190002,167.649994,167.889999,171.029999,175.800003,175.860001,179.360001,180.259995,179.399994,180.470001,176.46000700000005,175.699997,173.770004,174.5,171.199997,171.100006,160.75,158.83999599999999,153.029999,151.509995,152.639999,151.729996,152.41000400000001,155.179993,154.83999599999999,155.229996,155.580002,153.419998,153.009995,145.990005,144.669998,143.470001,142.320007,140.330002,142.509995,143.03999299999995,144.860001,144.550003,145.869995,146.66000400000001,147.389999,146.830002,159.550003,154.360001,150.83999599999999,148.399994,150.509995,151.979996,156.46000700000005,155.41000400000001,153.330002,152.830002,0
 Tolga Kuru,/article/4035041-macys-christmas-sale,Macy's - After Christmas Sale,Long,M,2017-01-03,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,1
 Josh Arnold,/article/4035206-buy-beaten-macys,Buy Beaten Down Macy's Here,Long,M,2017-01-09,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,1
 Rupert Nicholson,/article/4037663-macys-undervalued-stock-30-percent-upside,Macy's: An Undervalued Stock With 30% Upside,Long,M,2017-01-17,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,1
 ALT Perspective,/article/4037135-macys-expect-incoming-ceo,Macy's: What To Expect From The Incoming CEO,Long,M,2017-01-17,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,1
 Kenra Investors,/article/4039638-macys,Why Macy's?,Long,M,2017-01-23,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,1
 Healthy Wealth Coach,/article/4039616-investors-forgotten-macys-real-estate,Why Have Investors Forgotten About Macy's Real Estate?,Long,M,2017-01-23,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,1
 Orange Peel Investments,/article/4042031-macys-rumored-sale-complete-win-win-shareholders,Why Macy's Rumored Sale Is A Complete Win/Win For Shareholders,Long,M,2017-01-30,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,1
 Activist Stocks,/article/4044434-macys-finally-buyout,"Macy's: Finally, The Buyout Is Here",Long,M,2017-02-06,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,1
 Orange Peel Investments,/article/4043770-macys-potential-takeover-play,Macy's: Potential Takeover Play,Long,M,2017-02-06,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,1
 Orange Peel Investments,/article/4042849-macys-looming-bidding-war-easily-push-stock-40s,Macy's: Looming Bidding War Could Easily Push Stock Into The $40's,Long,M,2017-02-06,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,1
 Maudes Capital,/article/4049829-will-macys-bought,Will Macy's Be Bought?,Long,M,2017-02-21,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,1
 Josh Arnold,/article/4049451-still-believe-macys,Why I Still Believe In Macy's,Long,M,2017-02-21,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,1
 Orange Peel Investments,/article/4048806-s-and-ps-downgrade-macys-laughable,S&P's Downgrade Of Macy's Is Laughable,Long,M,2017-02-21,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,1
 Orange Peel Investments,/article/4052085-macys-think-buyout-coming-without-hudsons-bay,"Macy's: We Think A Buyout Is Coming, With Or Without Hudson's Bay",Long,M,2017-02-27,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,1
 Healthy Wealth Coach,/article/4049908-macys-every-value-investors-dream,Macy's Is Every Value Investor's Dream,Long,M,2017-02-27,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,1
 Gary Bourgeault,/article/4053930-macys-cfo-sees-bigger-challenge-amazon-wrong,Macy's CFO Sees This As Bigger Challenge Than Amazon - Why She's Wrong,Short,M,2017-03-06,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,1
 Orange Peel Investments,/article/4056362-macys-starboards-trash-can-treasure,Macy's: Starboard's Trash Can Be Your Treasure,Long,M,2017-03-13,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,1
 Activist Stocks,/article/4056279-macys-activist-investor-relieves-pressure,Macy's: Activist Investor Relieves Some Pressure,Long,M,2017-03-13,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,1
 Kenra Investors,/article/4054687-macys-bull-case,Macy's - The Bull Case,Long,M,2017-03-13,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,1
 Orange Peel Investments,/article/4059731-also-believe-macys-bonds-good-buy,Why We Also Believe Macy's Bonds Are A Good Buy,Long,M,2017-04-03,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,1
 Josh Kolodner,/article/4060727-macys-deterioration-continues,Macy's Deterioration Continues,Short,M,2017-04-10,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,1
 Activist Stocks,/article/4064430-macys-worth-125-share,Macy's: Not Worth $125 A Share,Long,M,2017-04-17,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,1
 Cavalier Investor,/article/4062988-hostile-environment-macys-taking-important-steps,"In A Hostile Environment, Macy's Is Taking Some Important Steps",Long,M,2017-04-17,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,1
 Orange Peel Investments,/article/4073112-macys-mea-culpa-shame,Macy's Mea Culpa: What A Shame,Long,M,2017-05-08,28.67,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,1
 Kenra Investors,/article/4074230-macys-recent-results-market-panic,Macy's: Recent Results And Market Panic,Long,M,2017-05-15,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,0
 Healthy Wealth Coach,/article/4073312-macys-simply-bad,Macy's: It's Simply Not That Bad,Long,M,2017-05-15,23.209999,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,0
 Invest with J. Zhang,/article/4076502-amazon-buy-macys-kick-start-offline-ambition,Amazon Should Buy Macy's To Kick Start Its Offline Ambition,Long,M,2017-05-22,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,1
 Orange Peel Investments,/article/4076318-amazon-buying-macys-make-sense,Would Amazon Buying Macy's Make Sense?,Long,M,2017-05-22,23.41,23.6,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,1
 Healthy Wealth Coach,/article/4080605-macys-best-deals-made-one-wants,Macy's: The Best Deals Are Made When No One Wants Them,Long,M,2017-06-05,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,1
 Elephant Analytics,/article/4080486-macys-investor-meeting-news-bad,Macy's: Investor Meeting News Wasn't All Bad,Long,M,2017-06-05,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,1
 Courage & Conviction Investing,/article/4079727-macys-platform-burning,Macy's: Your Platform Is Burning,Long,M,2017-06-05,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,1
 Bank On Insight,/article/4079531-macys-wait-see,Macy's: Wait And See,Long,M,2017-06-05,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,1
 Paulo Santos,/article/4079271-macys-retail-panic-attack,Macy's: The Retail Panic Attack,Long,M,2017-06-05,23.860001,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,1
 David Butler,/article/4080724-macys-2-reasons-buy,Macy's: 2 Reasons To Buy,Long,M,2017-06-12,22.67,22.709999,22.469998999999998,23.84,21.08,23.049999,22.690001000000002,23.75,23.559998999999998,20.35,19.530001000000002,21.16,21.01,21.48,22.1,21.809998999999998,20.889999,20.35,19.889999,21.33,18.84,18.16,19.33,20.799999,21.209999,25.799999,25.889999,25.85,26.85,35.23,30.459999,29.9,29.629998999999998,29.52,31.790001,32.580002,32.290001000000004,33.57,30.690001000000002,30.9,29.370001000000002,27.93,29.639999,29.52,28.82,29.190001000000002,28.860001,28.67,23.209999,23.41,23.6,23.860001,22.67,1
