,Time,Link,Title,Authors,Tickers,Strategy
61," May 19, 2017, 2:38 PM ",/article/4074816-truecar-inc-trading-near-52-week-high-know,"TrueCar Inc. Is Trading Near 52-Week High, Here's What You Should Know", HF Analyst,TRUE,Long
62," May 19, 2017, 1:35 PM ",/article/4074776-ignyta-7-oncology-concern-worth-consideration,Ignyta: $7 Oncology Concern Is Worth Consideration, Bret Jensen,RXDX,Long
63," May 19, 2017, 1:29 PM ",/article/4074768-cisco-systems-better-bargain-ever,Cisco Systems: A Better Bargain Than Ever?, Sure Dividend,CSCO,Long
64," May 19, 2017, 1:28 PM ",/article/4074766-boeing-delivers-737-max,Boeing Delivers 737 MAX, Dhierin Bechai,BA,Long
65, UPCHY,/article/4074436-uni-president-major-f-and-b-player-china-37-percent-upside,Uni-President: Major F&B Player In China With 37% Upside," May 19, 2017, 1:25 PM ",Editors' Pick ,Long
66," May 19, 2017, 1:07 PM ",/article/4074757-extreme-networks-upside-potential,Extreme Networks Has Upside Potential, HF Analyst,EXTR,Long
67, CSUWF,/article/4074430-enercare-boring-business-ever-love,Enercare: The Most Boring Business You'll Ever Love," May 19, 2017, 1:05 PM ",Editors' Pick ,Long
68," May 19, 2017, 1:04 PM ",/article/4074753-shake-shack-valuation-just-right,Shake Shack: Valuation Is Just Right, Michael Boyd,SHAK,Long
69, GZITF,/article/4074429-yuexiu-transport-infrastructure-multiple-ways-investors-win-toll-road-operator,Yuexiu Transport Infrastructure: Multiple Ways For Investors To Win With This Toll Road Operator," May 19, 2017, 12:57 PM ",Editors' Pick ,Long
70," May 19, 2017, 11:50 AM ",/article/4074721-symantec-offers-security-play-investors,Symantec Offers A Security Play For Investors, Philipe Saroyan,SYMC,Long
71," May 19, 2017, 11:48 AM ",/article/4074720-foot-locker-opportunity-week,Foot Locker: Opportunity Of The Week, Quad 7 Capital,FL,Long
72," May 19, 2017, 11:34 AM ",/article/4074717-ross-stores-purchase-shares-earnings-beat,Ross Stores: Should You Purchase Shares After The Earnings Beat?, Minutemen,ROST,Long
73," May 19, 2017, 10:57 AM ",/article/4074688-tahoe-resources-big-winner,Tahoe Resources - A BIG Winner, Tony Cardinalli,TAHO,Long
74," May 19, 2017, 10:19 AM ",/article/4074675-gnc-playing-fireworks-insider-conviction-vs-short-sellers,GNC: Playing With Fireworks - Insider Conviction Vs. Short Sellers, Playing Contrarian,GNC,Long
